EmployeeCode,NoOfDays,StartDate,EndDate,LeaveTypeCode,LeaveTypeName
183450,,,,,
183451,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183451,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183451,1.0,2025-01-09,2025-01-09,7.0,Day Off Leave
183452,,,,,
183453,,,,,
183454,,,,,
183455,,,,,
183456,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183457,1.0,2024-12-26,2024-12-26,7.0,Day Off Leave
183457,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183458,,,,,
183459,,,,,
183460,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183460,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183461,,,,,
183462,,,,,
183463,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183464,,,,,
183465,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183465,0.5,2024-12-23,2024-12-23,1.0,Annual Leave
183466,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183467,,,,,
183469,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183469,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183469,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183469,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183469,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183469,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
183470,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183471,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
183472,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183473,0.5,2024-12-30,2024-12-30,13.0,No Pay Leave
183474,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183474,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183474,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
183475,,,,,
183476,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183476,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
183476,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183477,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183477,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183478,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
183478,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
183478,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183479,,,,,
183480,,,,,
183481,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183482,,,,,
183483,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183483,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183484,,,,,
183485,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183486,,,,,
183487,,,,,
183488,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183488,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183489,,,,,
183490,,,,,
183491,,,,,
183492,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183492,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
183493,,,,,
183494,,,,,
183495,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183495,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183495,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183495,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183496,,,,,
183497,,,,,
183498,,,,,
183499,,,,,
183501,,,,,
183502,,,,,
183503,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183504,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183504,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183504,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183505,,,,,
183506,,,,,
183507,,,,,
183508,,,,,
183509,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
183509,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183509,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
183509,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183510,,,,,
183511,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183511,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183512,,,,,
183513,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183514,,,,,
183515,1.0,2025-01-17,2025-01-17,7.0,Day Off Leave
183515,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183516,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183516,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183517,,,,,
183518,,,,,
183519,,,,,
183520,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183521,,,,,
183522,,,,,
183523,,,,,
183524,,,,,
183525,,,,,
183526,,,,,
183527,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183529,0.5,2025-01-16,2025-01-16,1.0,Annual Leave
183530,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183531,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183532,,,,,
183533,,,,,
183534,,,,,
183535,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183536,,,,,
183537,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183537,1.0,2024-12-27,2024-12-27,7.0,Day Off Leave
183538,3.0,2025-01-16,2025-01-20,1.0,Annual Leave
183539,,,,,
183540,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
183541,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183541,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183541,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183541,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183541,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183542,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183543,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183543,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183543,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183544,0.5,2024-12-31,2024-12-31,1.0,Annual Leave
183544,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183545,,,,,
183546,,,,,
183547,,,,,
183548,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183549,,,,,
183550,,,,,
183551,,,,,
183552,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
183552,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183553,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183554,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183554,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183554,6.0,2024-12-21,2024-12-31,13.0,No Pay Leave
183554,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183554,0.5,2025-01-09,2025-01-09,1.0,Annual Leave
183555,,,,,
183556,,,,,
183557,,,,,
183559,,,,,
183560,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
183562,1.0,2024-12-30,2024-12-30,7.0,Day Off Leave
183563,,,,,
183564,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183564,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
183565,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183566,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183566,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183566,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
183566,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183566,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183567,,,,,
183568,,,,,
183570,1.0,2024-12-23,2024-12-23,7.0,Day Off Leave
183570,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
183571,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183572,,,,,
183573,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183573,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
183574,1.0,2024-12-24,2024-12-24,7.0,Day Off Leave
183575,,,,,
183576,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183577,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
183578,,,,,
183580,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183580,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183581,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183584,,,,,
183585,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183586,,,,,
183588,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
183588,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183589,,,,,
183591,,,,,
183593,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183594,,,,,
183595,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183595,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183595,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183596,,,,,
183597,,,,,
183598,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183598,4.0,2025-01-07,2025-01-10,1.0,Annual Leave
183599,,,,,
183600,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183601,,,,,
183602,,,,,
183603,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183604,,,,,
183607,,,,,
183608,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
183610,,,,,
183611,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183612,,,,,
183613,1.0,2024-12-27,2024-12-27,7.0,Day Off Leave
183614,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183615,0.5,2025-01-02,2025-01-02,1.0,Annual Leave
183615,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
183616,,,,,
183617,,,,,
183618,,,,,
183619,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183620,,,,,
183621,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183621,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183621,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
183622,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183623,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183623,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
183623,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183625,,,,,
183626,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183627,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183628,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183630,,,,,
183632,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183633,0.5,2024-12-30,2024-12-30,1.0,Annual Leave
183634,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183634,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183635,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
183636,,,,,
183637,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183637,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183638,,,,,
183639,,,,,
183640,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183640,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183641,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183642,,,,,
183643,,,,,
183644,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
183644,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183644,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183644,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183645,,,,,
183646,,,,,
183647,,,,,
183648,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183650,,,,,
183652,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
183653,,,,,
183654,,,,,
183655,,,,,
183657,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183658,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
183659,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183659,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183660,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183660,1.0,2024-12-26,2024-12-26,7.0,Day Off Leave
183661,1.0,2025-01-09,2025-01-09,7.0,Day Off Leave
183662,,,,,
183664,,,,,
183665,,,,,
183666,,,,,
183667,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183668,,,,,
183669,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183669,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183669,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183669,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183669,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183669,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183669,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183669,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
183669,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183669,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
183669,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183670,,,,,
183671,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183672,,,,,
183673,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183674,,,,,
183676,,,,,
183677,,,,,
183678,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183678,1.0,2024-12-23,2024-12-23,7.0,Day Off Leave
183679,,,,,
183680,,,,,
183681,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
183682,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183684,,,,,
183685,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
183685,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
183686,,,,,
183687,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183687,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183688,,,,,
183689,,,,,
183690,,,,,
183691,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183692,,,,,
183693,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183694,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
183694,0.5,2024-12-23,2024-12-23,1.0,Annual Leave
183695,,,,,
183696,,,,,
183698,,,,,
183699,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
183700,,,,,
183701,,,,,
183702,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183702,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183705,,,,,
183706,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183706,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183706,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183707,,,,,
183708,,,,,
183709,,,,,
183710,,,,,
183711,,,,,
183712,,,,,
183713,,,,,
183714,,,,,
183715,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
183715,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183716,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183717,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
183717,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183717,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183717,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183717,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
183717,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183717,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183717,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183717,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183717,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183718,,,,,
183719,,,,,
183720,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183721,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
183722,,,,,
183726,,,,,
183727,,,,,
183728,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183729,,,,,
183730,,,,,
183731,,,,,
183732,,,,,
183733,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183734,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
183735,,,,,
183736,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183737,,,,,
183738,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183738,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183738,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183738,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183738,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183738,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183738,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
183738,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
183739,,,,,
183740,,,,,
183741,,,,,
183742,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183743,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183744,,,,,
183745,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183746,,,,,
183747,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183747,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
183748,,,,,
183749,,,,,
183750,,,,,
183751,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183752,,,,,
183753,,,,,
183755,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183756,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183757,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
183758,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183758,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183758,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183759,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183759,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183759,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183760,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183761,,,,,
183762,,,,,
183763,,,,,
183765,,,,,
183766,,,,,
183767,,,,,
183768,,,,,
183769,,,,,
183770,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183771,,,,,
183772,,,,,
183773,,,,,
183775,,,,,
183776,,,,,
183777,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
183777,1.0,2025-01-18,2025-01-18,16.0,Unauthorized leave 
183777,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183777,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
183777,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183777,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183777,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183778,0.5,2025-01-07,2025-01-07,1.0,Annual Leave
183779,,,,,
183781,,,,,
183782,,,,,
183783,1.0,2024-12-21,2024-12-21,16.0,Unauthorized leave 
183783,1.0,2025-01-21,2025-01-21,16.0,Unauthorized leave 
183783,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183783,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183784,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183784,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183785,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183786,,,,,
183787,,,,,
183788,,,,,
183789,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183790,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183790,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183791,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183791,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183791,1.0,2024-12-23,2024-12-23,7.0,Day Off Leave
183792,,,,,
183793,,,,,
183794,,,,,
183795,,,,,
183796,,,,,
183797,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
183797,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
183797,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183797,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183797,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183797,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183797,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183797,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
183797,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183797,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183797,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183797,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
183797,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
183797,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183798,,,,,
183799,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183800,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183801,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183802,,,,,
183803,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183803,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183803,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
183804,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183804,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
183804,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183805,,,,,
183806,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183807,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183807,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183808,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183808,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183809,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
183810,,,,,
183811,,,,,
183812,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183812,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183812,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183812,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183813,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183814,1.0,2025-01-08,2025-01-08,7.0,Day Off Leave
183815,0.5,2024-12-30,2024-12-30,13.0,No Pay Leave
183815,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
183816,,,,,
183817,,,,,
183818,,,,,
183819,,,,,
183820,,,,,
183822,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
183823,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183823,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183824,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
183825,,,,,
183827,,,,,
183828,,,,,
183829,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183829,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183829,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183830,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
183830,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
183830,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183830,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
183830,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
183830,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
183831,,,,,
183832,,,,,
183833,,,,,
183834,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183834,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183835,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183836,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183836,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
183836,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183837,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
183837,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183837,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
183837,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183837,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
183838,,,,,
183839,1.0,2024-12-26,2024-12-26,7.0,Day Off Leave
183839,1.0,2025-01-09,2025-01-09,7.0,Day Off Leave
183839,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
183839,1.0,2025-01-15,2025-01-15,7.0,Day Off Leave
183839,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183840,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183841,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
183841,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
183842,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183842,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
183843,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
183844,,,,,
183845,,,,,
183846,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183847,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
183848,,,,,
183849,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183850,,,,,
183852,,,,,
183853,,,,,
183854,,,,,
183855,,,,,
183856,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
183857,,,,,
183858,,,,,
183859,,,,,
183861,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
183862,,,,,
183863,,,,,
183864,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
183865,,,,,
183866,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183867,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183868,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183868,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
183868,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183869,,,,,
183870,1.0,2025-01-17,2025-01-17,3.0,H-Apparel Special Leave
183871,,,,,
183872,,,,,
183873,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
183873,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183873,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
183874,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183874,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
183875,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183875,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
183875,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
183876,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
183876,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
183878,,,,,
183880,,,,,
183881,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
183881,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
183882,,,,,
183883,,,,,
183884,,,,,
183885,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
183885,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
183885,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
183886,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
183886,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
183886,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
183886,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
183886,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
183886,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
183886,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
183888,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
183888,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
183889,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
