EmployeeCode,NoOfDays,StartDate,EndDate,LeaveTypeCode,LeaveTypeName
184597,1.0,2025-01-18,2025-01-18,16.0,Unauthorized leave 
184598,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184599,,,,,
184600,,,,,
184601,,,,,
184602,,,,,
184603,,,,,
184604,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184605,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184605,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184606,0.5,2025-01-16,2025-01-16,1.0,Annual Leave
184607,,,,,
184608,,,,,
184609,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
184610,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
184611,,,,,
184612,,,,,
184613,1.0,2025-01-10,2025-01-10,7.0,Day Off Leave
184614,,,,,
184616,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184617,,,,,
184619,,,,,
184622,1.0,2025-01-10,2025-01-10,7.0,Day Off Leave
184622,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
184623,,,,,
184624,,,,,
184626,,,,,
184627,,,,,
184628,,,,,
184629,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
184630,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
184631,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184632,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
184633,,,,,
184634,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184635,,,,,
184637,,,,,
184639,,,,,
184640,,,,,
184641,,,,,
184642,,,,,
184643,,,,,
184645,,,,,
184646,,,,,
184647,,,,,
184648,,,,,
184649,,,,,
184650,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184651,1.0,2024-12-30,2024-12-30,7.0,Day Off Leave
184651,1.0,2024-12-23,2024-12-23,7.0,Day Off Leave
184651,1.0,2025-01-06,2025-01-06,7.0,Day Off Leave
184651,1.0,2025-01-15,2025-01-15,7.0,Day Off Leave
184652,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184653,,,,,
184654,1.0,2025-01-17,2025-01-17,7.0,Day Off Leave
184654,1.0,2024-12-27,2024-12-27,7.0,Day Off Leave
184654,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
184655,,,,,
184656,,,,,
184657,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
184658,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184658,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184659,4.0,2025-01-07,2025-01-10,1.0,Annual Leave
184659,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
184659,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184660,,,,,
184661,,,,,
184662,1.0,2024-12-30,2024-12-30,7.0,Day Off Leave
184662,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184665,1.0,2025-01-02,2025-01-02,7.0,Day Off Leave
184666,,,,,
184667,,,,,
184668,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184668,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184669,,,,,
184670,,,,,
184671,,,,,
184672,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184673,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184673,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184674,,,,,
184675,1.0,2025-01-03,2025-01-03,7.0,Day Off Leave
184676,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
184677,,,,,
184678,,,,,
184679,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184679,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
184682,,,,,
184683,,,,,
184684,1.0,2024-12-30,2024-12-30,7.0,Day Off Leave
184684,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184684,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184684,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
184684,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
184685,1.0,2024-12-31,2024-12-31,7.0,Day Off Leave
184685,1.0,2025-01-16,2025-01-16,7.0,Day Off Leave
184686,,,,,
184688,,,,,
184689,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184690,,,,,
184692,,,,,
184694,,,,,
184695,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184696,,,,,
184697,,,,,
184698,,,,,
184700,,,,,
184701,,,,,
184702,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184702,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184702,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184703,0.5,2024-12-30,2024-12-30,1.0,Annual Leave
184704,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184705,,,,,
184706,,,,,
184707,,,,,
184709,,,,,
184710,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
184711,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184713,,,,,
184714,,,,,
184715,1.0,2025-01-07,2025-01-07,7.0,Day Off Leave
184716,,,,,
184717,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
184717,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
184717,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
184718,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184718,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184720,,,,,
184721,,,,,
184722,,,,,
184723,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
184724,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
184724,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184724,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184725,,,,,
184726,,,,,
184727,,,,,
184728,,,,,
184729,,,,,
184730,,,,,
184731,,,,,
184732,,,,,
184733,,,,,
184734,,,,,
184735,,,,,
184736,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184736,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
184736,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184736,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
184737,,,,,
184738,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184738,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184738,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184738,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184739,,,,,
184740,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184741,,,,,
184742,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184742,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
184743,,,,,
184744,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
184744,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184744,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184744,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184744,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
184744,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184745,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184747,,,,,
184748,,,,,
184749,,,,,
184752,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
184754,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184755,,,,,
184756,,,,,
184757,,,,,
184758,,,,,
184759,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184760,,,,,
184761,,,,,
184762,,,,,
184763,,,,,
184764,,,,,
184766,,,,,
184767,8.0,2024-12-21,2024-12-31,5.0,Maternity Leave
184767,15.0,2025-01-01,2025-01-20,5.0,Maternity Leave
184768,,,,,
184769,,,,,
184770,,,,,
184771,,,,,
184772,,,,,
184773,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184774,,,,,
184775,1.0,2025-01-16,2025-01-16,3.0,H-Apparel Special Leave
184775,1.0,2025-01-10,2025-01-10,3.0,H-Apparel Special Leave
184775,1.0,2025-01-15,2025-01-15,3.0,H-Apparel Special Leave
184775,1.0,2025-01-17,2025-01-17,3.0,H-Apparel Special Leave
184776,,,,,
184777,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184778,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
184778,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184778,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184778,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
184779,,,,,
184780,,,,,
184782,,,,,
184783,,,,,
184784,,,,,
184785,,,,,
184786,,,,,
184787,,,,,
184788,,,,,
184789,,,,,
184790,,,,,
184791,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184793,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184794,,,,,
184795,,,,,
184796,,,,,
184797,,,,,
184799,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
184799,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184799,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
184800,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184800,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
184801,,,,,
184802,,,,,
184803,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184804,,,,,
184805,,,,,
184806,,,,,
184807,,,,,
184808,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184808,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184809,,,,,
184811,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184813,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184814,,,,,
184815,,,,,
184816,,,,,
184817,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
184818,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184819,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
184819,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
184819,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184819,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
184820,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184821,,,,,
184822,,,,,
184823,,,,,
184824,,,,,
184826,,,,,
184827,,,,,
184828,,,,,
184829,,,,,
184830,,,,,
184833,,,,,
184834,,,,,
184835,,,,,
184836,1.0,2025-01-04,2025-01-04,16.0,Unauthorized leave 
184836,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184836,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
184836,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
184836,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184836,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
184836,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
184836,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
184836,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
184836,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184836,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184836,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
184837,,,,,
184838,,,,,
184839,,,,,
184840,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
184841,,,,,
184842,,,,,
184843,,,,,
184844,,,,,
184845,,,,,
184846,,,,,
184847,,,,,
184849,,,,,
184850,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
184852,,,,,
184853,,,,,
184854,,,,,
184856,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
184856,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
184856,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
184856,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184856,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
184856,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184856,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
184856,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
184858,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184858,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
184858,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184859,,,,,
184860,,,,,
184861,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
184862,,,,,
184863,,,,,
184864,,,,,
184865,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184865,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
184866,,,,,
184867,4.0,2025-01-07,2025-01-10,1.0,Annual Leave
184867,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184867,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
184868,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184870,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
184870,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
184870,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184870,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184870,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184870,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
184870,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
184871,,,,,
184872,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184872,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184872,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
184873,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
184874,84.0,2024-12-24,2025-04-07,5.0,Maternity Leave
184875,,,,,
184877,,,,,
184878,,,,,
184879,,,,,
184880,,,,,
184881,,,,,
184882,,,,,
184883,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
184883,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184883,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
184885,,,,,
184886,,,,,
184887,,,,,
184888,,,,,
184889,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
184890,,,,,
184891,,,,,
184892,,,,,
184893,,,,,
184894,,,,,
184895,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184895,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184896,,,,,
184897,,,,,
184898,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184899,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184900,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184901,,,,,
184902,,,,,
184903,,,,,
184904,,,,,
184905,,,,,
184906,,,,,
184907,,,,,
184908,,,,,
184909,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184910,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184910,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184911,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
184911,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184911,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184911,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184911,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184911,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
184912,,,,,
184913,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184913,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
184913,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
184913,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
184914,,,,,
184915,,,,,
184916,,,,,
184918,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
184918,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
184918,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
184918,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
184918,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
184918,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
184918,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
184918,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
184918,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
184918,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
184918,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
184918,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
184918,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
184919,,,,,
184920,,,,,
184921,,,,,
184922,,,,,
184923,,,,,
184924,,,,,
184926,,,,,
184927,,,,,
184928,,,,,
184929,,,,,
184931,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
184932,,,,,
184934,,,,,
184935,,,,,
184936,,,,,
184937,,,,,
184938,,,,,
184940,,,,,
184941,,,,,
184942,,,,,
184943,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
184945,,,,,
184946,,,,,
184947,,,,,
184948,,,,,
184949,,,,,
184950,,,,,
184951,,,,,
184953,,,,,
184954,,,,,
184955,,,,,
184956,,,,,
184957,,,,,
184958,,,,,
184959,,,,,
184960,,,,,
184961,,,,,
184962,,,,,
184963,,,,,
184965,,,,,
184966,,,,,
184967,,,,,
184968,,,,,
184969,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184970,,,,,
184972,,,,,
184973,,,,,
184974,,,,,
184975,,,,,
184976,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184977,,,,,
184978,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184979,,,,,
184980,,,,,
184981,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
184981,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
184981,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
184982,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
184983,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
184983,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
184983,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
184983,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
184984,,,,,
184985,,,,,
184986,,,,,
184987,,,,,
184988,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
184989,,,,,
184991,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
184992,,,,,
184993,,,,,
184994,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
184995,,,,,
184996,,,,,
184997,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
184998,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
184999,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
184999,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
185000,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185001,,,,,
185002,,,,,
185003,,,,,
185004,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
185005,,,,,
185006,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
185007,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
185008,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
185009,,,,,
185010,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
185011,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185011,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
185012,,,,,
185013,,,,,
185014,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
185014,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185015,,,,,
185016,,,,,
185017,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
185017,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
185018,,,,,
185019,,,,,
185021,,,,,
185023,,,,,
185024,,,,,
185025,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
185026,,,,,
185027,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
185027,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
185027,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
185027,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
185027,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
185027,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
185027,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
185027,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
185027,1.0,2025-01-11,2025-01-11,16.0,Unauthorized leave 
185027,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
185028,,,,,
185029,,,,,
185030,,,,,
185031,,,,,
185032,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
185033,,,,,
185034,,,,,
185035,,,,,
185036,,,,,
185037,,,,,
185038,,,,,
185039,,,,,
185040,,,,,
185041,,,,,
185042,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
185043,,,,,
185044,,,,,
185045,,,,,
185046,,,,,
185047,,,,,
185048,,,,,
185049,,,,,
185050,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
185050,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185051,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
185052,,,,,
185053,,,,,
185054,,,,,
185055,,,,,
185056,,,,,
185057,,,,,
185058,,,,,
185059,,,,,
185061,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
185061,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
185061,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
185061,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
185061,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185062,,,,,
185063,,,,,
185064,,,,,
185065,,,,,
185066,,,,,
185067,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
185068,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
185069,,,,,
185070,,,,,
185071,,,,,
185072,,,,,
185074,,,,,
185075,,,,,
185076,,,,,
185077,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
185078,,,,,
185079,,,,,
185080,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185081,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
185082,,,,,
185083,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
185084,,,,,
185085,,,,,
185086,,,,,
185087,,,,,
185088,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
185088,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
185088,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185089,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185090,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
185091,,,,,
185092,,,,,
185094,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
185094,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
185094,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
185094,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
185094,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
185097,,,,,
185098,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
185098,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
185098,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
185098,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185098,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185098,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185099,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
185099,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
185099,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
185100,,,,,
185101,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
185101,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
185102,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
185103,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
185103,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
185103,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
185103,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
185103,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
185103,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
185103,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185103,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
185103,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185103,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
185103,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
185104,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
185104,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
185106,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
185107,,,,,
185108,,,,,
185110,,,,,
185111,,,,,
185112,0.5,2024-12-23,2024-12-23,13.0,No Pay Leave
185113,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
185114,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
185114,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
185115,,,,,
185116,,,,,
185117,,,,,
185118,,,,,
185119,,,,,
185120,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
185121,,,,,
185122,,,,,
185123,,,,,
185124,,,,,
185125,,,,,
185126,,,,,
185127,0.5,2024-12-23,2024-12-23,1.0,Annual Leave
185129,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
185130,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
185131,,,,,
185132,,,,,
185133,,,,,
185134,,,,,
185135,,,,,
185136,,,,,
185137,,,,,
185138,,,,,
185139,,,,,
185141,,,,,
185142,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
185142,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
185142,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
185143,,,,,
185144,,,,,
185145,,,,,
185146,84.0,2024-12-21,2025-04-24,5.0,Maternity Leave
185147,,,,,
185148,1.0,2025-01-17,2025-01-17,3.0,H-Apparel Special Leave
185149,,,,,
185150,,,,,
185151,,,,,
185152,,,,,
185154,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185154,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185154,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
185154,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
185155,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
185156,,,,,
185157,,,,,
185158,,,,,
185159,,,,,
185160,,,,,
185161,,,,,
185162,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185163,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
185165,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
185166,,,,,
185167,,,,,
185168,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
185169,,,,,
185170,,,,,
185171,,,,,
185172,,,,,
185173,,,,,
185174,,,,,
185175,,,,,
185176,,,,,
185177,,,,,
185178,,,,,
185179,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
185180,,,,,
185181,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
185182,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
185182,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
185183,,,,,
185184,,,,,
185185,,,,,
185186,,,,,
185187,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
185188,,,,,
185189,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
185190,,,,,
185191,,,,,
185192,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
185193,,,,,
185194,,,,,
185195,,,,,
185196,,,,,
185197,,,,,
185198,,,,,
185199,,,,,
185200,,,,,
185201,,,,,
185202,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
185203,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
185204,,,,,
185205,,,,,
